"SKU","ean","image01","Product Title DK","Product Colour DK","Danish Short Description","Danish Long description HTML","Categories DK","Product Title SE","Product Colour SE","Swedish Short Description","Swedish Long description HTML","Categories SE","Brand","SPEC. PRICES DKK PRIS30","Price Per Unit DKK EX VAT","Price Per Unit DKK INCL 25% VAT","Sales Unit Per Retail box","Product Height CM","Product  Width CM","Product Depth CM","Product Net weight KG","Sales box Gross weight KG","Sales box Height MM","Sales box Width MM","Sales box Depth MM","ENERGY STAR Rating","ENERGY STAR LABEL EU","ENERGY STAR LABEL UK","IP class index","Light source","Dimmable","CRI Ra index","Lumen","Kelvin","Product SOCKET","Product VOLT","Product WATT","HS Code","Country of origin","Categories","image02","image03","image04","image05","image06","image07","image08","image09","iamge10","image11","image12","image13","image14","image15","image16","image17","image18","image19"
"7594-000","7318307594003","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/7c/c8/5f/62/625fc87cb13d56f91d62d71b/7594-000.I.1.0.jpg","Bolzano væglampe ned GU10","Rustfrit stål","Bolzano væglampe ned GU10","Bolzano væglampe ned GU10  rustfri reflektor","Udendørslamper","Bolzano vägglykta ned GU10","Rostfri","Bolzano vägglykta ned GU10","Bolzano vägglykta ned GU10  rostfri reflektor","Utebelysning","Konstsmide",154,275.20,344.00,12,16.50,11.50,9.00,0.11,0.68,180.00,130.00,100.00,"-",,,"IP44","Excl","LightSource","-","-","-","GU10","230-240V","Max 35W",9405499000,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/7c/c8/5f/62/625fc87cb13d56f91d62d71b/7594-000.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/73/bd/66/62/6266bd73f719341a7b43e83c/7594-000.B.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/74/bd/66/62/6266bd74a029622018e2c857/7594-000.P.1.0.jpg",,,,,,,,,,,,,,,
"554-252","7318305542525","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/ce/c3/5f/62/625fc3ce90bbc66c5ab49835/554-252.I.1.0.jpg","Arcturus væglampe ned E27 hvid","Hvid","Arcturus væglampe ned E27 hvid","Arcturus væglampe ned E27 hvid","Udendørslamper","Arcturus vägglykta ned E27 vit","Vit","Arcturus vägglykta ned E27 vit","Arcturus vägglykta ned E27 vit","Utebelysning","Konstsmide",606,1082.40,1353.00,1,42.00,37.00,25.00,1.35,2.25,330.00,410.00,315.00,"-",,,"IP23","Excl","LightSource","-","-","-","E27","230-240V","Max 60W",9405499000,"HU","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/ce/c3/5f/62/625fc3ce90bbc66c5ab49835/554-252.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/e6/89/66/62/626689e6a029622018e2bf6c/554-252.B.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/e9/89/66/62/626689e91e1074154554bafe/554-252.P.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/e9/89/66/62/626689e91e1074154554baff/554-252.P.2.0.jpg",,,,,,,,,,,,,,
"7807-000","7318307807004","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/a2/c8/5f/62/625fc8a2b13d56f91d62d72c/7807-000.I.1.0.jpg","Assisi 2-pak solcelle hvid/RGB","Frostet","Assisi 2-pak solcelle hvid/RGB spyd","Assisi 2-pak solcelle hvid/RGB med jordspyd, vælg mellem hvid LED eller farveskiftende","Udendørslamper","Assisi tefat solcell jordspett","Frostad","Assisi tefat solcell jordspett","Assisi tefat solcell jordspett RGB, vit LED, 2 pack","Utebelysning","Konstsmide",94,167.20,209.00,10,35.00,10.50,10.50,0.25,0.44,110.00,275.00,125.00,"-",,,"IP44","LED","No","-","3","RGB/3000","LED","1,2V","0,12W",9405423900,"CN","SOLCELLE LAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/da/4d/62/62/62624dda1e107415455497ac/7807-000.S.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/d6/4d/62/62/62624dd61e107415455497ab/7807-000.P.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/d8/4d/62/62/62624dd8a029622018e28f0d/7807-000.P.2.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/a2/c8/5f/62/625fc8a2b13d56f91d62d72c/7807-000.I.1.0.jpg",,,,,,,,,,,,,,
"7808-000","7318307808001","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/a5/c8/5f/62/625fc8a59b97dfdd099d04ea/7808-000.I.1.0.jpg","Assisi 2-pak solcelle hvid/RGB","Frostet","Assisi 2-pak solcelle hvid/RGB spyd","Assisi 2-pak solcelle hvid/RGB med jordspyd, vælg mellem hvid LED eller farveskiftende","Udendørslamper","Assisi tratt solcell jordspett","Frostad","Assisi tratt solcell jordspett","Assisi tratt solcell jordspett RGB, vit LED 2 pack","Utebelysning","Konstsmide",97,173.60,217.00,10,35.00,10.50,10.50,0.30,0.48,110.00,275.00,120.00,"-",,,"IP44","LED","No","-","3","RGB/3000","LED","1,2V","0,12W",9405423900,"CN","SOLCELLE LAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/e1/4d/62/62/62624de11e107415455497ae/7808-000.S.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/df/4d/62/62/62624ddf1e107415455497ad/7808-000.P.2.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/dd/4d/62/62/62624ddda029622018e28f0e/7808-000.P.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/a5/c8/5f/62/625fc8a59b97dfdd099d04ea/7808-000.I.1.0.jpg",,,,,,,,,,,,,,
"7809-000","7318307809008","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/a6/c8/5f/62/625fc8a6b13d56f91d62d72e/7809-000.I.1.0.jpg","Assisi 2-pak solcelle hvid/RGB","Frostet","Assisi 2-pak solcelle hvid/RGB bord/jord","Assisi 2-pak solcelle hvid/RGB, som bordmodel eller på jordspyd, vælg mellem hvid LED eller farveskiftende","Udendørslamper","Assisi tefat solcell bord/jord","Frostad","Assisi tefat solcell bord/jord","Assisi tefat solcell bord/jordspett RGB, vit LED 2-pack","Utebelysning","Konstsmide",94,167.20,209.00,10,40.00,10.50,10.50,0.35,0.50,140.00,225.00,120.00,"-",,,"IP44","LED","No","-","3","RGB/3000","LED","1,2V","0,12W",9405423900,"CN","SOLCELLE LAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/ed/4d/62/62/62624dedca2a16fd0a775706/7809-000.S.2.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/e4/4d/62/62/62624de4ca2a16fd0a775702/7809-000.P.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/ea/4d/62/62/62624deaa029622018e28f12/7809-000.P.4.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/e6/4d/62/62/62624de61e107415455497af/7809-000.P.2.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/eb/4d/62/62/62624deb89b95f4e204cd72a/7809-000.S.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/e8/4d/62/62/62624de8ca2a16fd0a775703/7809-000.P.3.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/a6/c8/5f/62/625fc8a6b13d56f91d62d72e/7809-000.I.1.0.jpg",,,,,,,,,,,
"7810-000","7318307810004","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/f1/4d/62/62/62624df1a029622018e28f13/7810-000.P.1.0.jpg","Assisi 2-pak solcelle hvid/RGB","Frostet","Assisi 2-pak solcelle hvid/RGB spyd","Assisi 2-pak solcelle hvid/RGB med jordspyd, vælg mellem hvid LED eller farveskiftende","Udendørslamper","Assisi stående spjut solcell","Frostad","Assisi stående spjut solcell","Assisi stående spjut solcell RGB, vit LED, 2 pack","Utebelysning","Konstsmide",105,187.20,234.00,10,35.00,5.00,5.00,0.26,0.43,360.00,55.00,110.00,"-",,,"IP44","LED","No","-","3","RGB/3000","LED","1,2V","0,12W",9405423900,"CN","SOLCELLE LAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/f4/4d/62/62/62624df41e107415455497b1/7810-000.S.2.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/f1/4d/62/62/62624df1a029622018e28f13/7810-000.P.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/f2/4d/62/62/62624df289b95f4e204cd72b/7810-000.S.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/ef/4d/62/62/62624defca2a16fd0a775707/7810-000.F.1.0.jpg",,,,,,,,,,,,,,
"7453-000","7318307453003","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/3e/c8/5f/62/625fc83e9b97dfdd099d04c0/7453-000.I.1.0.jpg","Assisi blomsterkrukke lille LED","Hvid","Assisi blomsterkrukke lille LED","Assisi blomsterkrukke lille LED plast transformer IP44","Udendørslamper","Assisi blomkruka liten LED","Vit","Assisi blomkruka liten LED","Assisi blomkruka liten LED plast trafo IP44","Utebelysning","Konstsmide",263,470.40,588.00,2,28.00,28.00,28.00,1.10,1.80,290.00,290.00,285.00,"G","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/c1/28/60/62/626028c1b4ad8cbf7cb009af/7453-000.e.1.0.pdf","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/c3/28/60/62/626028c39b97dfdd099d0eb7/7453-000EE.e.1.0.pdf","IP44","LED","No","-","30","3000","LED","12V","2,4W",9405423100,"CN","LAVMURSLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/7a/4d/62/62/62624d7a1e10741545549788/7453-000.S.5.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/78/4d/62/62/62624d7889b95f4e204cd70b/7453-000.S.4.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/73/4d/62/62/62624d73ca2a16fd0a7756e8/7453-000.P.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/74/4d/62/62/62624d7489b95f4e204cd70a/7453-000.S.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/76/4d/62/62/62624d761e10741545549787/7453-000.S.2.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/77/4d/62/62/62624d77a029622018e28eeb/7453-000.S.3.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/3e/c8/5f/62/625fc83e9b97dfdd099d04c0/7453-000.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/03/9f/66/62/62669f0389b95f4e204d11cb/7453-000.B.1.0.jpg",,,,,,,,,,
"7454-000","7318307454000","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/3e/c8/5f/62/625fc83e9b97dfdd099d04c1/7454-000.I.1.0.jpg","Assisi blomsterkrukke stor LED","Hvid","Assisi blomsterkrukke stor LED","Assisi blomsterkrukke stor LED plast transformer IP44","Udendørslamper","Assisi blomkruka stor LED","Vit","Assisi blomkruka stor LED","Assisi blomkruka stor LED plast trafo IP44","Utebelysning","Konstsmide",391,697.60,872.00,2,40.00,37.00,37.00,2.00,3.33,410.00,385.00,385.00,"G","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/c4/28/60/62/626028c4b13d56f91d62e1e3/7454-000.e.1.0.pdf","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/c9/28/60/62/626028c9b13d56f91d62e1e4/7454-000EE.e.1.0.pdf","IP44","LED","No","-","30","3000","LED","12V","2,4W",9405423100,"CN","LAVMURSLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/7c/4d/62/62/62624d7cca2a16fd0a7756eb/7454-000.S.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/7b/4d/62/62/62624d7bca2a16fd0a7756e9/7454-000.P.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/3e/c8/5f/62/625fc83e9b97dfdd099d04c1/7454-000.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/0c/9f/66/62/62669f0c89b95f4e204d11ce/7454-000.B.1.0.jpg",,,,,,,,,,,,,,
"7274-370","7318307274370","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/1a/c8/5f/62/625fc81a9b97dfdd099d04b1/7274-370.I.1.0.jpg","Asti bedlampe LED antracit grå","Antracit grå","Asti bedlampe LED antracit grå inkl. stolpe","Asti bedlampe LED antracit grå inkl. stolpe","Udendørslamper","Asti trädgl LED grå","Antracitgrå","Asti trädgl LED grå","Asti trädgårdslykta LED grå ink stolpe","Utebelysning","Konstsmide",994,1775.20,2219.00,1,73.00,23.50,26.00,3.25,4.55,770.00,285.00,260.00,"G","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/a1/28/60/62/626028a1b13d56f91d62e1dd/7274-370.e.1.0.pdf","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/a5/28/60/62/626028a5b4ad8cbf7cb009a7/7274-370EE.e.1.0.pdf","IP44","LED","No","5000","-","1400","HPLED","230-240V","0,6W",9405423900,"CN","BEDLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/1a/c8/5f/62/625fc81a9b97dfdd099d04b1/7274-370.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/c7/9d/66/62/62669dc789b95f4e204d1157/7274-370.S.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/65/bd/66/62/6266bd65f719341a7b43e83a/7274-370.B.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/67/bd/66/62/6266bd671e1074154554c277/7274-370.P.1.0.jpg",,,,,,,,,,,,,,
"7273-370","7318307273373","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/18/c8/5f/62/625fc818b13d56f91d62d6e4/7273-370.I.1.0.jpg","Asti væglampe LED antracit grå","Antracit grå","Asti væglampe ""High Power"" LED antracit grå","Asti væglampe ""High Power"" LED antracit grå","Udendørslamper","Asti vägglykta LED mörkgrå","Antracitgrå","Asti vägglykta LED mörkgrå","Asti vägglykta ""High Power"" LED mörkgrå","Utebelysning","Konstsmide",754,1346.40,1683.00,4,35.50,23.50,26.00,1.70,2.40,280.00,410.00,180.00,"G","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/9d/28/60/62/6260289df35177c342dde474/7273-370.e.1.0.pdf","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/9f/28/60/62/6260289fb13d56f91d62e1dc/7273-370EE.e.1.0.pdf","IP44","LED","No","-","-","-","HPLED","230-240V","0,6W",9405423900,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/18/c8/5f/62/625fc818b13d56f91d62d6e4/7273-370.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/c4/9d/66/62/62669dc489b95f4e204d1155/7273-370.S.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/61/bd/66/62/6266bd61f719341a7b43e839/7273-370.B.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/63/bd/66/62/6266bd6389b95f4e204d1616/7273-370.P.1.0.jpg",,,,,,,,,,,,,,
"7595-000","7318307595000","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/7d/c8/5f/62/625fc87d9b97dfdd099d04d8/7595-000.I.1.0.jpg","Bolzano væglampe op/ned GU10","Rustfrit stål","Bolzano væglampe op/ned GU10","Bolzano væglampe op/ned GU10  rustfri reflektor","Udendørslamper","Bolzano vägglykta upp/ned GU10","Rostfri","Bolzano vägglykta upp/ned GU10","Bolzano vägglykta upp/ned GU10  rostfri reflektor","Utebelysning","Konstsmide",233,416.00,520.00,8,24.50,11.50,9.00,0.76,1.05,265.00,140.00,100.00,"-",,,"IP44","Excl","LightSource","-","-","-","GU10","230-240V","Max 2x35W",9405499000,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/7d/c8/5f/62/625fc87d9b97dfdd099d04d8/7595-000.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/57/bd/66/62/6266bd571e1074154554c273/7595-000.P.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/74/bd/66/62/6266bd7489b95f4e204d161a/7595-000.B.1.0.jpg",,,,,,,,,,,,,,,
"7011-600","7318307011609","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/c7/c7/5f/62/625fc7c7b13d56f91d62d6c0/7011-600.I.1.0.jpg","Cagliari vægplafond E27 grøn","Grøn","Cagliari vægplafond E27 grøn","Cagliari vægplafond E27 grøn","Udendørslamper","Cagliari väggplafond E27 grön","Grön","Cagliari väggplafond E27 grön","Cagliari väggplafond E27 grön","Utebelysning","Konstsmide",148,264.00,330.00,6,36.00,10.00,18.00,1.31,1.69,375.00,190.00,110.00,"-",,,"IP43","Excl","LightSource","-","-","-","E27","230-240V","Max 100W",9405499000,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/c7/c7/5f/62/625fc7c7b13d56f91d62d6c0/7011-600.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/e6/c1/66/62/6266c1e6f710ffb0c31abf82/7011-600.B.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/e9/c1/66/62/6266c1e989b95f4e204d1652/7011-600.P.1.0.jpg",,,,,,,,,,,,,,,
"7011-250","7318307011258","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/c5/c7/5f/62/625fc7c5b13d56f91d62d6bf/7011-250.I.1.0.jpg","Cagliari vægplafond E27 hvid","Hvid","Cagliari vægplafond E27 hvid","Cagliari vægplafond E27 hvid","Udendørslamper","Cagliari väggplafond E27 vit","Vit","Cagliari väggplafond E27 vit","Cagliari väggplafond E27 vit","Utebelysning","Konstsmide",148,264.00,330.00,6,36.00,10.00,18.00,1.31,1.69,375.00,190.00,110.00,"-",,,"IP43","Excl","LightSource","-","-","-","E27","230-240V","Max 100W",9405499000,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/c5/c7/5f/62/625fc7c5b13d56f91d62d6bf/7011-250.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/58/bd/66/62/6266bd58f719341a7b43e838/7011-250.B.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/5a/bd/66/62/6266bd5a1e1074154554c274/7011-250.P.1.0.jpg",,,,,,,,,,,,,,,
"7819-970","7318307819977","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/85/5d/61/62/62615d8589b95f4e204cbefb/7819-970.I.1.0.jpg","Cannes lanterne rust USB 42cm","Rustfrit stål","Cannes lanterne rust USB 42cm","Cannes lanterne rust USB dæmpbar 42cm 2700/3000K","Udendørslamper","Cannes lanterna rost USB 42cm","Rost","Cannes lanterna rost USB 42cm","Cannes lanterna rost USB dimbar 42cm 2700/3000K","Utebelysning","Konstsmide",517,922.40,1153.00,4,42.00,15.00,15.00,1.60,1.83,450.00,165.00,165.00,"-",,,"IP54","LED","Yes","-","10-180","3000K","LED","3,7","2,2W",9405423900,"CN","USB LAMPER;TERRASSELAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/89/5d/61/62/62615d89ca2a16fd0a7748d1/7819-970.S.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/81/5d/61/62/62615d811e1074154554885f/7819-970.F.2.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/87/5d/61/62/62615d87a029622018e27a8c/7819-970.P.2.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/82/5d/61/62/62615d82ca2a16fd0a7748cb/7819-970.F.3.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/83/5d/61/62/62615d8389b95f4e204cbef8/7819-970.F.4.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/85/5d/61/62/62615d85a029622018e27a87/7819-970.F.5.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/7f/5d/61/62/62615d7f1e1074154554885d/7819-970.F.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/86/5d/61/62/62615d86ca2a16fd0a7748d0/7819-970.P.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/85/5d/61/62/62615d8589b95f4e204cbefb/7819-970.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/8d/a1/66/62/6266a18df710ffb0c31abcfc/7819-970.B.1.0.jpg",,,,,,,,
